"ID","year","country","V1","V2","V3","V4","V5","F1","F2","DP","DC","DW","DM","DO","source"
"227","2020","Indonesia","0","0","0","0","0","0","0","1","1","0","0","1","https://news.yahoo.com/death-toll-indonesia-flash-flood-123629600.html?guce_referrer=aHR0cHM6Ly93d3cuYmluZy5jb20v&guce_referrer_sig=AQAAALex4lMrkE01TKrTt6px0TZT7xPsZb4dQvDdhDcETbCSrEGpM_kRegaXzC7yMAgbCUVu157YCFN0WjXQzLS-S2KB9dsFuEoowd9N8VgKwy&guccounter=2"
"228","2020","Indonesia","0","1","0","0","0","0","0","0","0","1","0","0","https://news.yahoo.com/death-toll-indonesia-flash-flood-123629600.html?guce_referrer=aHR0cHM6Ly93d3cuYmluZy5jb20v&guce_referrer_sig=AQAAALex4lMrkE01TKrTt6px0TZT7xPsZb4dQvDdhDcETbCSrEGpM_kRegaXzC7yMAgbCUVu157YCFN0WjXQzLS-S2KB9dsFuEoowd9N8VgKwy&guccounter=2"
"229","2020","Indonesia","0","1","0","0","0","0","0","1","1","0","0","0","https://news.yahoo.com/death-toll-indonesia-flash-flood-123629600.html?guce_referrer=aHR0cHM6Ly93d3cuYmluZy5jb20v&guce_referrer_sig=AQAAALex4lMrkE01TKrTt6px0TZT7xPsZb4dQvDdhDcETbCSrEGpM_kRegaXzC7yMAgbCUVu157YCFN0WjXQzLS-S2KB9dsFuEoowd9N8VgKwy&guccounter=2"
"230","2021","China","0","1","0","0","0","0","0","0","0","0","0","0","https://strangesounds.org/2021/07/extraordinary-rainfall-henan-province-china-video-pictures.html"
"231","2021","China","0","0","0","0","0","0","0","0","1","1","0","0","https://leedrut1957.blogspot.com/2021/07/henan-flood-2021-china-floods-12-dead.html"
"232","2021","China","1","0","0","0","0","0","0","1","0","0","1","0","https://en.wikipedia.org/wiki/2021_Henan_floods#/media/File:Damaged_Songshan_Road_in_Zhengzhou_after_Floods.jpg"
"233","2021","China","1","0","0","0","0","0","0","1","0","0","0","0","https://www.reuters.com/world/china/chinas-flood-hit-henan-get-nearly-300-mln-emergency-aid-donations-2021-07-21/"
"234","2021","China","0","1","0","0","0","0","0","0","0","0","0","0","https://www.rfa.org/english/news/china/henan-floods-07212021080107.html"
"235","2021","China","0","0","0","0","0","0","0","0","1","1","0","0","https://marcelobellinger.blogspot.com/2021/07/henan-flood-china-raises-flood-alert.html"
"236","2021","China","0","1","0","0","0","0","0","0","0","1","0","0","https://freerepublic.com/focus/f-news/3978116/posts"
"237","2021","China","0","0","0","0","0","0","0","1","1","1","0","1","https://raeannwarfield.blogspot.com/2021/07/henan-flood-2021-uqx2myrqsoq9-m-deadly.html"
"238","2021","China","1","0","0","0","0","0","0","1","0","0","0","0","https://unlimitnews.com/flash-floods/"
"239","2021","China","0","0","0","0","0","0","0","1","1","0","0","0","https://indianexpress.com/photos/world-news/china-floods-picture-gallery-7416696/"
"240","2021","Belgium","0","1","0","0","0","0","0","1","0","1","0","0","https://www.dw.com/en/european-floods-belgium-warns-against-travel-as-death-toll-climbs/a-58288191"
"241","2021","Belgium","0","1","0","0","0","0","0","1","1","0","0","0","https://www.dw.com/en/european-floods-belgium-warns-against-travel-as-death-toll-climbs/a-58288191"
"242","2021","Germany","0","0","0","0","0","1","0","0","0","0","0","0","https://www.dailysabah.com/world/europe/heavy-flooding-prompts-chaos-in-germany-other-parts-of-europe"
"243","2021","Germany","0","1","0","0","0","0","1","1","1","1","1","1","https://www.timesofisrael.com/help-sent-to-germany-with-over-50-dead-dozens-missing-in-severe-european-floods/"
"244","2021","Germany","0","1","0","0","0","0","0","1","0","1","0","0","https://www.archyde.com/germany-floods-2021-climate-change-europe-flood-two-months-of-rain-when-two-days-of-rain-europe-floods-in-germany-and-belgium-2021-explained/"
"245","2021","Germany","0","0","0","0","0","0","0","1","1","1","1","0","https://www.nytimes.com/2021/07/16/world/europe/germany-flood-damage-musch.html"
"246","2021","Germany","0","0","0","0","0","0","0","0","1","1","1","0","https://jangkrikkelana.blogspot.com/2021/07/germany-floods-2021-map-german-vista.html"
"247","2021","Belgium","0","1","0","0","0","1","0","1","0","0","0","0","https://www.dawn.com/news/1635433"
"248","2021","Germany","0","0","0","0","0","0","0","1","1","1","1","1","https://www.aljazeera.com/news/2021/7/17/death-toll-rises-to-170-in-germany-and-belgium-floods"
"249","2021","Germany & Belgium","0","1","0","0","0","0","0","1","1","1","1","0","https://news.thedistin.com/2021/07/15/flood-in-europe-germany-belgium-homes-collapse-37-people-dead-and-70-missing-after-heavy-rain-fall/"
"250","2022","Philippines","0","0","0","0","0","0","0","1","0","0","0","0","https://www.gettyimages.in/detail/news-photo/people-visit-the-grave-of-their-deceased-relatives-and-love-news-photo/1244404460?adppopup=true"
"251","2022","Philippines","0","0","0","0","0","0","0","1","0","0","0","0","https://www.gettyimages.in/detail/news-photo/people-visit-the-grave-of-their-deceased-relatives-and-love-news-photo/1244404566?adppopup=true"
"252","2022","Philippines","0","0","0","0","0","0","0","1","1","0","0","0","https://www.gettyimages.in/detail/news-photo/people-visit-the-grave-of-their-deceased-relatives-and-love-news-photo/1244404273?adppopup=true"
"253","2022","Philippines","0","0","0","0","0","0","1","1","1","0","0","1","https://www.gettyimages.in/detail/news-photo/philippines-flood-typhoon-all-saints-day-by-jason-gutierrez-news-photo/92609129?adppopup=true"
"254","2022","Pakistan","0","0","0","0","0","0","0","0","1","0","0","1","https://www.telegraph.co.uk/global-health/climate-and-people/pakistans-monsoon-superfloods-kill-least-900-sweep-buildings/"
"255","2022","Pakistan","0","1","0","0","0","0","0","0","0","1","0","0","https://twitter.com/ImIjazAhmad/status/1563092343624204288?s=20"
"256","2022","Pakistan","0","0","0","0","0","0","0","1","1","0","0","0","https://www.aljazeera.com/gallery/2022/8/25/photos-record-monsoon-rains-wreak-havoc-across-pakistan"
"257","2022","Pakistan","0","0","0","0","0","0","0","1","0","0","0","0","https://www.aljazeera.com/gallery/2022/8/25/photos-record-monsoon-rains-wreak-havoc-across-pakistan"
"258","2022","Pakistan","0","0","0","0","0","0","0","1","0","0","0","0","https://www.aljazeera.com/gallery/2022/8/25/photos-record-monsoon-rains-wreak-havoc-across-pakistan"
"259","2022","Australia","0","0","0","0","0","0","1","0","1","0","0","0","https://assets2.cbsnewsstatic.com/hub/i/r/2021/04/19/3b485e9c-dcce-4a79-a6ff-822b5d55aed9/thumbnail/1280x720/6b9f42f9351b6de3f03f94b685667cb0/en-0625-vancleavefloods-1084618-640x360.jpg"
"260","2023","New Zealand","0","1","0","0","0","0","0","0","0","0","0","0","https://news.sky.com/video/new-zealand-hit-by-flash-floods-and-landslides-as-heavy-rain-batters-country-12798259"
"261","2023","New Zealand","0","0","0","0","0","0","0","0","1","0","0","0","https://news.sky.com/video/new-zealand-hit-by-flash-floods-and-landslides-as-heavy-rain-batters-country-12798259"
"262","2023","New Zealand","0","1","0","0","0","1","1","1","0","0","0","1","https://news.sky.com/video/new-zealand-hit-by-flash-floods-and-landslides-as-heavy-rain-batters-country-12798259"
"263","2023","New Zealand","0","0","0","0","1","0","0","0","0","1","0","0","https://news.sky.com/video/new-zealand-hit-by-flash-floods-and-landslides-as-heavy-rain-batters-country-12798259"
"264","2023","New Zealand","0","1","0","0","0","0","0","0","1","0","0","0","https://news.sky.com/video/new-zealand-hit-by-flash-floods-and-landslides-as-heavy-rain-batters-country-12798259"
"265","2023","Australia","0","0","0","0","0","0","0","0","1","1","0","0","https://www.9news.com.au/national/weather-australia-2023-wild-weather-extremes-in-pictures-floods-storms-bushfires-snow/751a8a0c-529c-4b2a-9942-9ec15a58969b#21"
"266","2023","Turkey","0","1","1","0","1","0","0","1","0","0","0","1","https://www.dainikprabhat.com/floods-in-turkey-kill-14-people-in-earthquake-affected-provinces/"
"267","2023","Turkey","0","0","1","0","0","0","0","1","0","0","0","1","https://www.middleeastmonitor.com/20230315-floods-kill-five-in-turkiye-earthquake-affected-provinces/"
"268","2023","Brazil","1","1","0","0","0","0","0","0","0","1","0","1","https://www.arabnews.com/node/2254321/world"
"269","2023","Philippines","0","1","0","0","1","0","0","0","0","0","0","0","https://www.dailysabah.com/world/asia-pacific/7-killed-as-typhoon-vamco-triggers-worst-flooding-in-years-in-philippine-capital"
